USAF	WBAN	ICAO	STATION
726554	54906	KJYG	ST JAMES MUNICIPAL AIRPORT
726556	14992	KRWF	REDWOOD FALLS MUNI AIRPORT
726557	14910	KAXN	CHANDLER FIELD AIRPORT
726558	4914	KCOQ	CLOQUET CARLTON CO AIRPORT
726559	94976	KMML	SW MN RGNL MRSHL/RYAN FIELD AIRPORT
726560	24025	KPIR	PIERRE REGIONAL AIRPORT
726561	94997	KADC	WADENA MUNICIPAL AIRPORT
726562	4943	KLVN	AIRLAKE AIRPORT
726564	4967	KRGK	RED WING REGIONAL AIRPORT
726565	4948	KMOX	MORRIS MUNICIPAL AIRPORT
726567	4980	KULM	NEW ULM MUNICIPAL AIRPORT
726572	94966	KFFM	FERGUS FALLS MUNICIPAL AIRPORT-EINAR MICKELSON FLD
726575	94960	KMIC	CRYSTAL AIRPORT
726578	4944	KLXL	LITL FALS/MRSON CO-LNBRG FIELD AIRPORT
726579	94963	KFCM	FLYING CLOUD AIRPORT
726585	14954	KMKT	MANKATO MUNICIPAL AIRPORT
726586	94948	KFRM	FAIRMONT MUNICIPAL AIRPORT
726590	14929	KABR	ABERDEEN REGIONAL AIRPORT
726593	4946	KMJQ	JACKSON MUNICIPAL AIRPORT
726620	24090	KRAP	RAPID CITY REGIONAL AIRPORT
726625	24006	KRCA	ELLSWORTH AIR FORCE BASE
726626	4864	KAIG	LANGLADE COUNTY AIRPORT
726654	94054	KBYG	JOHNSON COUNTY AIRPORT
726660	24029	KSHR	SHERIDAN COUNTY AIRPORT
726665	24062	KWRL	WORLAND MUNICIPAL AIRPORT
726676	24087	KGDV	DAWSON COMMUNITY AIRPORT
726679	4969	KROS	RUSH CITY REGIONAL AIRPORT
726682	54914	KPNM	PRINCETON MUNICIPAL AIRPORT
726685	94052	KMBG	MOBRIDGE MUNICIPAL AIRPORT
726720	24061	KRIW	RIVERTON REGIONAL AIRPORT
726764	94163	KWYS	YELLOWSTONE AIRPORT
726770	24033	KBIL	BILLINGS LOGAN INTERNATIONAL AIRPORT
726777	94055	KBHK	BAKER MUNICIPAL AIRPORT
726796	24138	KDLN	DILLON AIRPORT
726797	24132	KBZN	GALLATIN FIELD AIRPORT
726798	24150	KLVM	MISSION FIELD AIRPORT
726810	24131	KBOI	BOISE AIR TERMINAL/GOWEN FD AIRPORT
726815	24106	KMUO	MOUNTAIN HOME AFB AIRPORT
726816	4110	KJER	JEROME COUNTY AIRPORT
726830	94185	KBNO	BURNS MUNICIPAL AIRPORT
726836	4201	KSPB	SCAPPOOSE INDUS AIRPK ARPT
726837	24162	KONO	ONTARIO MUNICIPAL AIRPORT
726865	24196	KSMN	LEMHI COUNTY AIRPORT
726873	99999	KGIC	IDAHO COUNTY AIRPORT
726875	94107	KREO	ROME STATE AIRPORT
726904	24231	KRBG	ROSEBURG REGIONAL AIRPORT
726920	24230	KRDM	ROBERTS FIELD AIRPORT
726930	24221	KEUG	MAHLON SWEET FIELD AIRPORT
726940	24232	KSLE	MCNARY FIELD AIRPORT
726950	24285	KONP	NEWPORT MUNICIPAL AIRPORT
726959	94281	KUAO	AURORA STATE AIRPORT
726980	24229	KPDX	PORTLAND INTERNATIONAL AIRPORT
726985	24242	KTTD	PORTLAND-TROUTDALE AIRPORT
726986	94261	KHIO	PORTLAND-HILLSBORO AIRPORT
726987	94204	KCZK	CASCADE LOCKS STATE AIRPORT
726988	24219	KDLS	MUNICIPAL AIRPORT
727033	14609	KHUL	INTERNATIONAL AIRPORT
727120	14607	KCAR	CARIBOU MUNICIPAL AIRPORT
727130	14604	KPQI	NERN MAINE RGNL ARPT AT PRESQUE IS AIRPORT
727135	94623	KIWI	WISCASSET AIRPORT
727417	54825	KPZQ	PRESQUE ISLE COUNTY AIRPORT
727435	54820	KMCD	MACKINAC  ISLAND AIRPORT
727436	4863	KACB	ANTRIM COUNTY AIRPORT
727437	94893	KIMT	FORD AIRPORT
727444	4979	KTWM	RICHARD B HELGESON AIRPORT
727450	14913	KDLH	DULUTH INTERNATIONAL AIRPORT
727455	94931	KHIB	CHISHOLM-HIBBING AIRPORT
727456	4919	KDYT	SKY HARBOR AIRPORT
727459	94964	KELO	ELY MUNICIPAL AIRPORT
727468	4928	KFOZ	BIGFORK MUNICIPAL AIRPORT
727470	14918	KINL	FALLS INTERNATIONAL AIRPORT
727475	4940	KJMR	MORA MUNICIPAL AIRPORT
727478	4934	KHCO	HALLOCK MUNICIPAL AIRPORT
727486	4983	KVWU	WASKISH MUNICIPAL AIRPORT
727486	99999	KVWU	WASKISH MUNI AIRPT
727505	4929	KFSE	FOSSTON MUNICIPAL AIRPORT
727506	4952	KMWM	WINDOM MUNICIPAL AIRPORT
727507	54904	KBBB	BENSON MUNICIPAL AIRPORT
727508	54915	KPWC	PINE RIVER REGIONAL AIRPORT
727514	54910	KSAZ	STAPLES MUNICIPAL AIRPORT
727515	4982	KVVV	ORTHONVILLE MUNI-MARTINSON FIELD AIRPORT
727517	4932	KGYL	GLENCOE MUNICIPAL AIRPORT
727530	14914	KFAR	HECTOR INTERNATIONAL AIRPORT
727533	4922	KETH	WHEATON MUNICIPAL AIRPORT
727535	14919	KJMS	JAMESTOWN REGIONAL AIRPORT
727566	4902	KAUM	AUSTIN MUNICIPAL AIRPORT
727570	14916	KGFK	GRAND FORKS INTERNATIONAL AIRPORT
727573	94928	KDVL	DEVILS LAKE MUNI AIRPORT
727575	94925	KRDR	GRAND FORKS AFB AIRPORT
727640	24011	KBIS	BISMARCK MUNICIPAL AIRPORT
727670	94014	KISN	SLOULIN FIELD INTERNATIONAL AIRPORT
727675	94011	KMIB	MINOT AFB AIRPORT
727680	94008	KGGW	WOKAL FIELD/GLASGOW INTL AIRPORT
727684	94051	KJDN	JORDAN AIRPORT
727686	94017	KOLF	L M CLAYTON AIRPORT
727690	24137	KCTB	CUT BANK MUNICIPAL AIRPORT
727700	24138	KDLN	DILLON AIRPORT
727720	24144	KHLN	HELENA REGIONAL AIRPORT
727730	24153	KMSO	MISSOULA INTERNATIONAL AIRPORT
727740	24135	KBTM	BERT MOONEY AIRPORT
727750	24143	KGTF	GREAT FALLS INTERNATIONAL AIRPORT
727770	94012	KHVR	HAVRE CITY-COUNTY AIRPORT
727790	24146	KGPI	GLACIER PARK INTERNATIONAL AIRPORT
727810	24243	KYKM	YAKIMA AIR TERMINAL/MCALSR FIELD AP
727825	94239	KEAT	PANGBORN MEMORIAL AIRPORT
727827	24110	KMWH	GRANT COUNTY INTL AIRPORT
727830	24149	KLWS	LEWISTON-NEZ PERCE COUNTY AIRPORT
727834	24136	KCOE	COEUR D'ALENE AIR TERM APT
727834	99999	KCOE	COEUR D ALENE AIR TE
727840	94187	KHMS	HANFORD AIRPORT
727845	24163	KPSC	TRI-CITIES AIRPORT
727850	24157	KGEG	SPOKANE INTERNATIONAL AIRPORT
727855	24114	KSKA	FAIRCHILD AIR FORCE BASE
727856	94176	KSFF	FELTS FIELD AIRPORT
727870	94119	KDEW	DEER PARK AIRPORT
727883	24220	KELN	BOWERS FIELD AIRPORT
727884	99999	KRLD	RICHLAND AIRPORT
727890	94197	KOMK	OMAK AIRPORT
727900	24141	KEPH	EPHRATA MUNICIPAL AIRPORT
727910	94224	KAST	ASTORIA REGIONAL AIRPORT
727918	94298	KVUO	PEARSON FIELD AIRPORT
727920	24227	KOLM	OLYMPIA AIRPORT
727923	94225	KHQM	BOWERMAN AIRPORT
727924	24223	KKLS	KELSO-LONGVIEW AIRPORT
727925	94227	KSHN	SANDERSON FIELD AIRPORT
727926	24241	KTDO	TOLEDO-WINLOCK ED CARLSON MEMORIAL FIELD AIRPORT
727928	94263	KPWT	BREMERTON NATIONAL AIRPORT
727930	24233	KSEA	SEATTLE-TACOMA INTERNATIONAL AIRPORT
727934	94248	KRNT	RENTON MUNICIPAL AIRPORT
727938	94274	KTIW	TACOMA NARROWS AIRPORT
727970	94240	KUIL	QUILLAYUTE AIRPORT
727976	24217	KBLI	BELLINGHAM INTL AIRPORT
727985	94276	KFHR	FRIDAY HARBOR AIRPORT
740001	54793	KFWN	SUSSEX AIRPORT
740030	24103	KDPG	MICHAEL AAF AIRPORT
742060	24207	KTCM	MCCHORD AFB AIRPORT
742071	24201	KGRF	GRAY AFF AIRPORT
742077	3763	KSIF	ROCKINGHAM COUNTY NC SHILOH AIRPORT
742078	64773	K1P1	PLYMOUTH MUNICIPAL AIRPORT
742079	63876	K3I2	MASON COUNTY AIRPORT
742300	24037	KMLS	FRANK WILEY FIELD AIRPORT
742513	53937	KDUA	EAKER FIELD AIRPORT
743700	14715	KGTB	WHEELER-SACK AAF AIRPORT
743920	14611	KNHZ	NAVAL AIR STATION
743945	14710	KMHT	MANCHESTER AIRPORT
743946	54754	KASH	BOIRE FIELD AIRPORT
744652	53897	KHSB	HARRISBURG-RALEIGH AIRPORT
744653	63814	KSAR	SPARTA COMMUNITY-HUNTER FIELD AIRPORT
744655	4808	KARR	AURORA MUNICIPAL AIRPORT
744658	53889	KFOA	FLORA MUNICIPAL AIRPORT
744659	53822	KOLY	OLNEY-NOBLE AIRPORT
744660	388	KRZL	JASPER COUNTY AIRPORT
744666	53944	KIJX	JACKSONVILLE MUNICIPAL AIRPORT
744672	4862	KAAA	LOGAN COUNTY AIRPORT
744860	94789	KJFK	JOHN F KENNEDY INTERNATIONAL AIRPORT
744864	54787	KFRG	REPUBLIC AIRPORT
744904	94723	KLWM	LAWRENCE MUNICIPAL AIRPORT
744910	14703	KCEF	WESTOVER AFB/METROPOLITAN AIRPORT
744915	14775	KBAF	BARNES MUNICIPAL AIRPORT
744994	4741	KSCH	SCHENECTADY COUNTY AIRPORT
745046	93242	KMAE	MADERA MUNICIPAL AIRPORT
745048	93210	KOVE	OROVILLE MUNICIPAL AIRPORT
745056	53120	KRNM	RAMONA AIRPORT
745057	53130	KWHP	WHITMAN AIRPORT
745090	23244	KNUQ	MOFFETT FEDERAL AIRFLD APT
745160	23202	KSUU	TRAVIS AIR FORCE BASE
745310	93065	KAFF	USAF ACADEMY AIRSTRIP AIRPORT
745430	93978	KPTT	PRATT INDUSTRIAL AIRPORT
745431	3998	KPPF	TRI-CITY AIRPORT
745700	13840	KFFO	WRIGHT-PATTERSON AFB AIRPORT
745940	13705	KADW	ANDREWS AIR FORCE BASE AIRPORT
745966	3726	KWWD	CAPE MAY COUNTY AIRPORT
745980	13702	KLFI	LANGLEY AFB AIRPORT
745985	63806	KMTV	BLUE RIDGE AIRPORT
746141	23141	KINS	INDIAN SPRING AUX AIRFIELD
746410	13975	KGAG	GAGE AIRPORT
746710	13806	KHOP	CAMPBELL AAF AIRPORT
746925	3741	KOCW	WARREN FIELD AIRPORT
746929	3702	KDPL	DUPLIN COUNTY AIRPORT
746930	93737	KFBG	SIMMONS AAF AIRPORT
746935	3709	KHBI	ASHEBORO MUNICIPAL AIRPORT
746936	3712	KHRJ	HARNETT COUNTY AIRPORT
746939	93785	KIGX	HORACE WILLIAMS AIRPORT
747020	23110	KNLC	NAVAL AIR STATION
747043	3165	KEMT	EL MONTE AIRPORT
747185	3144	KIPL	IMPERIAL COUNTY AIRPORT
747188	23158	KBLH	BLYTHE AIRPORT
747240	3148	KGBN	GILA BEND AF AUX AIRPORT
747320	23002	KHMN	HOLLOMAN AFB AIRPORT
747335	3059	KSOA	SONORA MUNICIPAL AIRPORT
747355	53997	KMKN	COMANCHE COUNTY-CITY AIRPORT
747360	93042	KDHT	MUNICIPAL AIRPORT
747400	13973	KJCT	KIMBLE COUNTY AIRPORT
747460	3904	KCLL	EASTERWOOD FIELD AIRPORT
747540	93915	KAEX	ALEXANDRIA INTL AIRPORT
747560	12816	KGNV	GAINESVILLE REGIONAL AIRPORT
747580	13978	KGWO	GREENWOOD-LEFLORE AIRPORT
747590	13833	KHBG	BOBBY L CHAIN MUNI AIRPORT
747680	13939	KGLH	MID DELTA REGIONAL AIRPORT
747686	13820	KBIX	KEESLER AIR FORCE BASE
747688	53858	KPQL	TRENT LOTT INTL AIRPORT
747750	13846	KPAM	TYNDALL AFB AIRPORT
747760	3818	KMAI	MARIANNA MUNICIPAL AIRPORT
747770	3852	KHRT	HURLBURT FIELD AIRPORT
747804	13824	KSVN	HUNTER ARMY AIRFIELD
747806	63809	KOPN	THOMASTON-UPSON CO AIRPORT
747807	3821	KLGC	LAGRANGE-CALLAWAY AIRPORT
747809	3832	KWDR	WINDER-BORROW AIRPORT
747810	13857	KVAD	MOODY AFB AIRPORT
747820	53860	KCRG	CRAIG MUNICIPAL AIRPORT
747870	12834	KDAB	DAYTONA BEACH INTERNATIONAL AIRPORT
747880	12810	KMCF	MAC DILL AFB AIRPORT
747900	13849	KSSC	SHAW AIR FORCE BASE
747910	13717	KMYR	MYRTLE BEACH INTL AIRPORT
747915	93718	KCRE	GRAND STRAND AIRPORT
747917	390	KLRO	MT PLEASANT REGIONAL AIRPORT FASION FIELD
747918	391	KGGE	GEORGETOWN COUNTY AIRPORT
747930	12843	KVRB	VERO BEACH MUNICIPAL AIRPORT
747950	12867	KCOF	PATRICK AFB AIRPORT
749008	99999	EGCS	STURGATE AIRFIELD
749034	99999	MPCI	POCRI AIRFIELD
749048	415	K42J	KEYSTONE AIRPARK
749048	99999	K42J	KEYSTONE AIRPARK
749171	479	KTSP	TEHACHAPI MUNICIPAL AIRPORT
749179	392	KCVH	HOLLISTER MUNICIPAL AIRPORT
749230	99999	PATE	TELLER AIRPORT
749253	99999	VYTN	TANAI AIRPORT
749485	396	KFOT	ROHNERVILLE AIRPORT
749486	397	KGOO	NEVADA COUNTY AIR PARK
749486	99999	KGOO	NEVADA CO AIR PARK
783670	11706	MUGM	GUANTANAMO BAY NAVAL AIR STATION
783840	11813	MWCR	OWEN ROBERTS AIRPORT
783840	99999	MWCR	OWEN ROBERTS AIRPOR
785140	11603	TJBQ	RAFAEL HERNANDEZ AIRPORT
785145	11653	TJMZ	EUGENIO MARIA DE HOSTOS AIRPORT
785430	11640	TIST	CYRIL E KING AIRPORT
785510	11624	TISX	HENRY E ROHLSEN AIRPORT
787014	99999	MHLP	MAPULACA AIRPORT
788625	99999	TRPG	JOHN A OSBORNE AIRPORT
789060	403	TDCF	CANEFIELD AIRPORT
789250	404	TFFF	MARTINIQUE CESAIRE INTERNATIONAL AIRPORT
789470	405	TLPC	GEORGE F L CHARLES AIRPORT
789480	406	TLPL	HEWANORRA INTERNATIONAL AIRPORT
789580	409	TGPY	MAURICE BISHOP INTERNATIONAL AIRPORT
789613	410	TTCP	ARTHUR NAPOLEON RAYMOND ROBINSON INTERNATIONAL AIRPORT
789620	99999	TTPT	CROWN POINT AIRPORT   TOBAGO
804025	99999	SVCZ	CAPITAN MANUEL RIOS GUARICO AIRBASE
835880	99999	SBLS	LAGOA SANTA AIRPORT
837086	99999	SBJD	JUNDIAI AIRPORT
840725	99999	SEQM	MARISCAL SUCRE INTERNATIONAL AIRPORT
867125	99999	SBCN	CALDAS NOVAS AIRPORT
872731	99999	SATG	GOYA AIRPORT
875850	99999	SABA	BUENOS AIRES (OBS)
876420	99999	SAZA	AZUL AIRPORT
876480	99999	SAZD	DOLORES AIRPORT
876790	99999	SAZE	PIGUE AIRPORT
879174	99999	SAWT	EL TURBIO / AIRPORT
910660	22701	PMDY	HENDERSON FIELD AIRPORT
911650	22536	PHLI	LIHUE AIRPORT
911700	22508	PHHI	WHEELER ARMY AIRFIELD
911780	22551	PHJR	KALAELOA AIRPORT (JOHN RODGERS FIELD)
911820	22521	PHNL	HONOLULU INTERNATIONAL AIRPORT
911860	22534	PHMK	MOLOKAI AIRPORT
911900	22516	PHOG	KAHULUI AIRPORT
911903	22516	PHOG	KAHULUI AIRPORT
911904	22552	PHJH	KAPTALUA AIRPORT
911905	22524	PHNY	LANAI AIRPORT
911977	21508	PHSF	BRADSHAW ARMY AIRFIELD
912120	41415	PGUM	GUAM INTERNATIONAL AIRPORT
912180	41414	PGUA	ANDERSEN AFB AIRPORT
912210	41419	PGRO	ROTA INTERNATIONAL AIRPORT
912450	41606	PWAK	WAKE ISLAND AIRFLD
912460	41606	PWAK	WAKE ISLAND AIRFIELD
912750	21603	PJON	JOHNSTON ATOLL AIRPORT
912850	21504	PHTO	HILO INTERNATIONAL AIRPORT
913340	40505	PTKK	CHUUK INTERNATIONAL AIRPORT
914080	40309	PTKR	BABELTHUAP/KOROR AIR
914080	40310	PTRO	BABELTHUAP/KOROR AIRPORT
914130	40308	PTYA	YAP INTERNATIONAL AIRPORT
915515	99999	NVSG	LONGANA AIRPORT
916630	99999	NFNS	SAVUSAVU / AIRPORT
941500	99999	YDGV	GOVE AIRPORT
942380	99999	YDTC	TENNANT CREEK AIRPORT
943960	99999	YRLL	ROLLESTON AIRPORT
944300	99999	YPMR	MEEKATHARRA AIRPORT
945490	99999	YKRY	KINGAROY AIRPORT
945690	99999	YBMC	SUNSHINE COAST AIRPORT
945780	99999	YBBN	BRISBANE AIRPORT
948020	99999	YPAL	ALBANY AIRPORT
972400	99999	WADL	MATARAM-LOMBOK INTL AIRPORT
999999	114	K8S0	STARR BROWNING AIRSTRIP
999999	395	KE16	SOUTH COUNTY AIRPORT OF SANTA CLARA COUNTY
999999	445	KDYA	DEMOPOLIS MUNICIPAL AIRPORT
999999	451	KFWB	BRANSON WEST MUNICIPAL EMERSON FIELD AIRPORT
999999	476	KSJS	BIG SANDY REGIONAL AIRPORT
999999	3037	KCBK	SHALTZ FIELD AIRPORT
999999	3053	K5T6	DONA ANA COUNTY AIRPORT AT SANTA TERESA
999999	3148	KGBN	GILA BEND AF AUX AIRPORT
999999	3724	KDMW	CARROLL CO RGNL/JJACK B POAGE FIELD AIRPORT
999999	3812	KAVL	ASHEVILLE AIRPORT
999999	3817	MAW	MALDEN FAA AIRPORT
999999	3838	VLA	VANDALIA FAA AIRPORT
999999	3847	KCSV	MEMO-WHITON FIELD AIRPORT
999999	3870	KGSP	GREENVILLE-SPARTANBURG INTL AIRPORT
999999	3945	KCOU	COLUMBIA REGIONAL AIRPORT
999999	3947	KMCI	KANSAS CITY INTERNATIONAL AIRPORT
999999	12833	KCTY	CROSS CITY AIRPORT
999999	12854	KSFB	SANFORD AIRPORT
999999	13877	KTRI	BRISTOL TRI CITY AIRPORT
999999	13941	KCWF	LAKE CHARLES WB AIRP
999999	14605	KAUG	AUGUSTA AIRPORT
999999	14606	KBGR	BANGOR AIRPORT
999999	14622	KOLD	OLD TOWN FAA AIRPORT
999999	14748	KELM	ELMIRA AIRPORT
999999	14758	KHVN	NEW HAVEN TWEED AIRPORT
999999	14822	KDET	DETROIT CITY AIRPORT
999999	14825	KFDY	FINDLAY AIRPORT
999999	14895	KCAK	AKRON AKRON-CANTON AIRPORT
999999	14939	KLNK	LINCOLN AIR BASE
999999	14942	KOMA	OMAHA EPPLEY AIRFIELD
999999	22536	PHLI	LIHUE AIRPORT
999999	23042	KLBB	LUBBOCK WEST TEXAS AIR TERMINA
999999	23051	KCAO	CLAYTON MUNICIPAL AIRPARK
999999	23062	KDNR	DENVER STAPLETON AIRFIELD
999999	23153	KTPH	TONOPAH AIRPORT
999999	23157	KBIH	BISHOP AIRPORT
999999	23179	KEED	NEEDLES AIRPORT
999999	23182	KPMD	PALMDALE AIRPORT
999999	23239	KNGZ	NAVAL AIR STATION
999999	24126	KOGD	OGDEN AIRPORT
999999	24131	KBOI	BOISE AIR TERMINAL
999999	24140	DBS	DUBOIS FAA AIRPORT
999999	24151	KMLD	MALAD CITY AIRPORT
999999	24162	KONO	ONTARIO AIRPORT
999999	24243	KYKM	YAKIMA AIR TERMINAL
999999	24283	KACV	ARCATA AIRPORT
999999	24284	KOTH	NORTH BEND MUNI AIRPORT
999999	26414	PAST	SUMMIT AIRPORT
999999	26422	PAEG	EAGLE AIRPORT
999999	26516	PANI	ANIAK AIRPORT
999999	27202	CZUE	CAPE PARRY AIRPORT
999999	27503	PAWI	WAINWRIGHT AIRPORT
999999	53129	KAZC	COLORADO CITY MUNI AIRPORT
999999	53894	KHEG	HERLONG AIRPORT
999999	63820	KUCY	EVERETT-STEWART AIRPORT
999999	93114	KNTK	MARINE CORPS AIR STATION
999999	93718	KCRE	NORTH MYRTLE BEACH AIRPORT
999999	93845	KVLD	VALDOSTA WB AIRPORT
999999	93915	KAEX	ALEXANDRIA INTL AIRPORT
999999	94107	KREO	ROME STATE AIRPORT
999999	94240	KUIL	QUILLAYUTE AIRPORT
999999	94741	KTEB	TETERBORO AIRPORT
999999	94830	KTOL	TOLEDO EXPRESS AIRPORT
